Division,Position,Number,Player Name,Status,Quick Stats,yard gain,type,other,stat,thing1,thing,thing3,team,,,
AFC East,DB,26,"Pleasant, Eddie",ACT,TCKL,32,SCK,2,FF,1,INT,1,NE,,,
AFC East,FB,48,"Poggi, Henry",ACT,CAR,--,YDS,--,AVG,--,TDS,--,NE,,,
AFC East,DB,37,"Richards, Jordan",ACT,TCKL,26,SCK,0,FF,1,INT,--,NE,,,
AFC East,DE,95,"Rivers, Derek",ACT,TCKL,--,SCK,--,FF,--,INT,--,NE,,,
AFC East,LB,52,"Roberts, Elandon",ACT,TCKL,67,SCK,2,FF,0,INT,--,NE,,,
AFC East,DB,25,"Rowe, Eric",ACT,TCKL,15,SCK,0,FF,0,INT,--,NE,,,
AFC East,LB,44,"Sam, Christian",ACT,TCKL,--,SCK,--,FF,--,INT,--,NE,,,
AFC East,OL,63,"Schwenke, Brian",ACT,G,16,GS,2,,,,,NE,,,
AFC East,DL,71,"Shelton, Danny",ACT,TCKL,33,SCK,0,FF,0,INT,--,NE,,,
AFC East,WR,18,"Slater, Matthew",ACT,REC,--,YDS,--,AVG,--,TDS,--,NE,,,
AFC East,OL,62,"Thuney, Joe",ACT,G,16,GS,16,,,,,NE,,,
AFC East,OL,64,"Tobin, Matt",ACT,G,15,GS,0,,,,,NE,,,
AFC East,DB,39,"Travis, Damarius",ACT,TCKL,--,SCK,--,FF,--,INT,--,NE,,,
AFC East,WR,86,"Turner, Paul",ACT,REC,--,YDS,--,AVG,--,TDS,--,NE,,,
AFC East,TE,82,"Tye, Will",ACT,REC,4,YDS,38,AVG,9.5,TDS,0,NE,,,
AFC East,DT,99,"Valentine, Vincent",ACT,TCKL,0,SCK,--,FF,--,INT,--,NE,,,
AFC East,LB,53,"Van Noy, Kyle",ACT,TCKL,73,SCK,5.5,FF,0,INT,--,NE,,,
AFC East,OL,68,"Waddle, LaAdrian",ACT,G,12,GS,4,,,,,NE,,,
AFC East,RB,22,"Webb, Ralph",ACT,CAR,--,YDS,--,AVG,--,TDS,--,NE,,,
AFC East,RB,28,"White, James",ACT,CAR,43,YDS,171,AVG,4,TDS,0,NE,,,
AFC East,CB,22,"Wiltz, Jomal",ACT,TCKL,--,SCK,--,FF,--,INT,--,NE,,,
AFC East,DL,91,"Wise, Deatrich",ACT,TCKL,26,SCK,5,FF,0,INT,--,NE,,,
AFC East,OL,76,"Wynn, Isaiah",ACT,G,--,GS,--,,,,,NE,,,
AFC East,DB,33,"Adams, Jamal",ACT,TCKL,83,SCK,2,FF,1,INT,--,NYJ,,,
AFC East,DE,96,"Anderson, Henry",ACT,TCKL,22,SCK,2,FF,1,INT,--,NYJ,,,
AFC East,WR,11,"Anderson, Robby",ACT,REC,63,YDS,941,AVG,14.9,TDS,7,NYJ,,,
AFC East,RB,45,"Atkinson, George",ACT,CAR,--,YDS,--,AVG,--,TDS,--,NYJ,,,
AFC East,OG,60,"Balducci, Alex",ACT,G,--,GS,--,,,,,NYJ,,,
AFC East,LB,47,"Bass, David",ACT,TCKL,26,SCK,3.5,FF,0,INT,0,NYJ,,,
AFC East,OT,68,"Beachum, Kelvin",ACT,G,16,GS,16,,,,,NYJ,,,
AFC East,K,6,"Bertolet, Taylor",ACT,FGA,--,FGM,--,PCT,--,LNG,--,NYJ,,,
AFC East,OG,69,"Braden, Ben",ACT,G,--,GS,--,,,,,NYJ,,,
AFC East,QB,5,"Bridgewater, Teddy",ACT,TDS,0,INT,1,YDS,0,RTG,0,NYJ,,,
AFC East,DB,23,"Brooks, Terrence",ACT,TCKL,13,SCK,0,FF,0,INT,2,NYJ,,,
AFC East,DB,40,"Bryant, Brandon",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,CB,32,"Burris, Juston",ACT,TCKL,21,SCK,0,FF,1,INT,1,NYJ,,,
AFC East,RB,40,"Cannon, Trenton",ACT,CAR,--,YDS,--,AVG,--,TDS,--,NYJ,,,
AFC East,OG,77,"Carpenter, James",ACT,G,16,GS,16,,,,,NYJ,,,
AFC East,DB,21,"Claiborne, Morris",ACT,TCKL,43,SCK,0,FF,0,INT,1,NYJ,,,
AFC East,CB,34,"Clark, Jeremy",ACT,TCKL,0,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,CB,38,"Coleman, Xavier",ACT,TCKL,0,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,DT,75,"Cooper, Xavier",ACT,TCKL,17,SCK,1.5,FF,0,INT,0,NYJ,,,
AFC East,LB,51,"Copeland, Brandon",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,RB,20,"Crowell, Isaiah",ACT,CAR,206,YDS,853,AVG,4.1,TDS,2,NYJ,,,
AFC East,QB,14,"Darnold, Sam",ACT,TDS,--,INT,--,YDS,--,RTG,--,NYJ,,,
AFC East,LB,49,"Donahue, Dylan",ACT,TCKL,5,SCK,0,FF,0,INT,--,NYJ,,,
AFC East,OG,70,"Dozier, Dakota",ACT,G,14,GS,3,,,,,NYJ,,,
AFC East,P,4,"Edwards, Lac",ACT,PUNTS,94,AVG,46.6,LNG,70,IN 20,33,NYJ,,,
AFC East,WR,81,"Enunwa, Quincy",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYJ,,,
AFC East,DT,94,"Fatukasi, Foley",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,RB,38,"Flowers, Dimitri",ACT,CAR,--,YDS,--,AVG,--,TDS,--,NYJ,,,
AFC East,OT,62,"Garcia, Antonio",ACT,G,--,GS,--,,,,,NYJ,,,
AFC East,C,,"Gradkowski, Gino",ACT,G,--,GS,--,,,,,NYJ,,,
AFC East,LB,57,"Gwacham, Obum",ACT,TCKL,2,SCK,0,FF,0,INT,--,NYJ,,,
AFC East,WR,16,"Hansen, Chad",ACT,REC,9,YDS,94,AVG,10.4,TDS,0,NYJ,,,
AFC East,C,78,"Harrison, Jonotthan",ACT,G,8,GS,1,,,,,NYJ,,,
AFC East,LS,42,"Hennessy, Thomas",ACT,G,16,GS,0,,,,,NYJ,,,
AFC East,TE,89,"Herndon, Chris",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYJ,,,
AFC East,LB,46,"Hewitt, Neville",ACT,TCKL,1,SCK,0,FF,0,INT,--,NYJ,,,
AFC East,OT,71,"Ijalana, Ben",RES,G,11,GS,0,,,,,NYJ,,,
AFC East,OT,76,"James, Darius",ACT,G,--,GS,--,,,,,NYJ,,,
AFC East,LB,48,"Jenkins, Jordan",ACT,TCKL,49,SCK,3,FF,1,INT,--,NYJ,,,
AFC East,WR,88,"Johnson, Charles D.",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYJ,,,
AFC East,DB,22,"Johnson, Trumaine",ACT,TCKL,65,SCK,0,FF,1,INT,2,NYJ,,,
AFC East,CB,31,"Jones, Derrick",ACT,TCKL,0,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,WR,10,"Kearse, Jermaine",ACT,REC,65,YDS,810,AVG,12.5,TDS,5,NYJ,,,
AFC East,LB,58,"Lee, Darron",ACT,TCKL,94,SCK,3,FF,2,INT,--,NYJ,,,
AFC East,TE,86,"Leggett, Jordan",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYJ,,,
AFC East,C,61,"Long, Spencer",ACT,G,7,GS,6,,,,,NYJ,,,
AFC East,LB,59,"Luvu, Frankie",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,LB,95,"Martin, Josh",ACT,TCKL,43,SCK,1.5,FF,0,INT,--,NYJ,,,
AFC East,LB,55,"Mauldin, Lorenzo",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,DB,26,"Maye, Marcus",ACT,TCKL,79,SCK,0,FF,1,INT,2,NYJ,,,
AFC East,WR,7,"McBride, Tre",ACT,REC,8,YDS,144,AVG,18,TDS,0,NYJ,,,
AFC East,QB,15,"McCown, Josh",ACT,TDS,18,INT,9,YDS,"2,926",RTG,94.5,NYJ,,,
AFC East,RB,25,"McGuire, Elijah",ACT,CAR,88,YDS,315,AVG,3.6,TDS,1,NYJ,,,
AFC East,DT,99,"McLendon, Steve",ACT,TCKL,46,SCK,1.5,FF,0,INT,--,NYJ,,,
AFC East,DB,36,"Middleton, Doug",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,DB,45,"Miles, Rontez",ACT,TCKL,24,SCK,0,FF,0,INT,--,NYJ,,,
AFC East,LB,53,"Minter, Kevin",ACT,TCKL,32,SCK,0,FF,0,INT,--,NYJ,,,
AFC East,DB,43,"Nickerson, Parry",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,WR,17,"Peake, Charone",ACT,REC,1,YDS,3,AVG,3,TDS,0,NYJ,,,
AFC East,DT,98,"Pennel, Mike",ACT,TCKL,35,SCK,0,FF,0,INT,--,NYJ,,,
AFC East,LB,56,"Pierre-Louis, Kevin",ACT,TCKL,41,SCK,0,FF,0,INT,--,NYJ,,,
AFC East,RB,29,"Powell, Bilal",ACT,CAR,178,YDS,772,AVG,4.3,TDS,5,NYJ,,,
AFC East,WR,1,"Pryor, Terrelle",ACT,REC,20,YDS,240,AVG,12,TDS,1,NYJ,,,
AFC East,OT,79,"Qvale, Brent",ACT,G,16,GS,6,,,,,NYJ,,,
AFC East,RB,30,"Rawls, Thomas",ACT,CAR,58,YDS,157,AVG,2.7,TDS,0,NYJ,,,
AFC East,DE,91,"Reyes, Kendall",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,WR,3,"Roberts, Andre",ACT,REC,1,YDS,12,AVG,12,TDS,0,NYJ,,,
AFC East,CB,27,"Roberts, Darryl",ACT,TCKL,40,SCK,0,FF,0,INT,1,NYJ,,,
AFC East,CB,30,"Robinson, Rashard",ACT,TCKL,29,SCK,0,FF,1,INT,1,NYJ,,,
AFC East,DB,39,"Rodgers, Kacy",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,K,8,"Santos, Cairo",ACT,FGA,5,FGM,4,PCT,80,LNG,39,NYJ,,,
AFC East,OT,72,"Shell, Brandon",ACT,G,12,GS,12,,,,,NYJ,,,
AFC East,DT,97,"Shepherd, Nathan",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,OG,65,"Shepley, Dakoda",ACT,G,--,GS,--,,,,,NYJ,,,
AFC East,DT,93,"Simon, Deon",ACT,TCKL,0,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,DB,35,"Sinkfield, Terrell",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,DB,41,"Skrine, Buster",ACT,TCKL,63,SCK,1,FF,2,INT,1,NYJ,,,
AFC East,TE,85,"Sterling, Neal",ACT,REC,6,YDS,82,AVG,13.7,TDS,0,NYJ,,,
AFC East,WR,18,"Stewart, ArDarius",ACT,REC,6,YDS,82,AVG,13.7,TDS,0,NYJ,,,
AFC East,C,64,"Swanson, Travis",ACT,G,11,GS,11,,,,,NYJ,,,
AFC East,FB,44,"Thomas, Lawrence",ACT,CAR,2,YDS,1,AVG,0.5,TDS,0,NYJ,,,
AFC East,NT,66,"Thomas, Mychealon",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,TE,83,"Tomlinson, Eric",ACT,REC,8,YDS,121,AVG,15.1,TDS,1,NYJ,,,
AFC East,WR,9,"Trinnaman, Jonah",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYJ,,,
AFC East,TE,87,"Walford, Clive",ACT,REC,9,YDS,80,AVG,8.9,TDS,0,NYJ,,,
AFC East,WR,82,"Whitehead, Lucky",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYJ,,,
AFC East,DB,27,"Wilcox, J.J.",ACT,TCKL,12,SCK,0,FF,0,INT,1,NYJ,,,
AFC East,DT,92,"Williams, Leonard",ACT,TCKL,47,SCK,2,FF,0,INT,1,NYJ,,,
AFC East,LB,54,"Williamson, Avery",ACT,TCKL,92,SCK,3,FF,2,INT,--,NYJ,,,
AFC East,LB,52,"Wint, Anthony",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYJ,,,
AFC East,OG,67,"Winters, Brian",ACT,G,13,GS,13,,,,,NYJ,,,
AFC West,LB,50,"Anderson, Zaire",ACT,TCKL,23,SCK,0,FF,0,INT,--,DEN,,,
AFC West,LB,48,"Barrett, Shaquil",ACT,TCKL,37,SCK,4,FF,2,INT,--,DEN,,,
AFC West,LB,40,"Bierria, Keishawn",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,WR,13,"Bobo, Bryce",ACT,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,OT,72,"Bolles, Garett",ACT,G,16,GS,16,,,,,DEN,,,
AFC West,RB,23,"Booker, Devontae",ACT,CAR,79,YDS,299,AVG,3.8,TDS,1,DEN,,,
AFC West,LB,45,"Bower, Bo",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,DE,91,"Boyette, Paul Jr.",RES,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,DB,22,"Brock, Tramaine",ACT,TCKL,8,SCK,0,FF,0,INT,--,DEN,,,
AFC West,WR,5,"Brown, Corey",RES,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,TE,80,"Butt, Jake",ACT,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,DB,20,"Carter, Jamal",RES,TCKL,11,SCK,0,FF,0,INT,--,DEN,,,
AFC West,WR,85,"Chapman, Mark",ACT,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,LB,55,"Chubb, Bradley",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,WR,15,"Cracraft, River",ACT,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,DB,21,"Cravens, Su'a",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,LB,51,"Davis, Todd",ACT,TCKL,82,SCK,1,FF,0,INT,--,DEN,,,
AFC West,WR,9,"Diarse, John",ACT,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,OG,64,"Dielman, J.J",ACT,G,0,GS,0,,,,,DEN,,,
AFC West,OT,,"Fleer, Austin",ACT,G,--,GS,--,,,,,DEN,,,
AFC West,RB,37,"Freeman, Royce",ACT,CAR,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,TE,84,"Fumagalli, Troy",ACT,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,OG,76,"Garcia, Max",ACT,G,16,GS,16,,,,,DEN,,,
AFC West,LB,52,"Garcia-Williams, Jerrol",ACT,TCKL,2,SCK,0,FF,0,INT,--,DEN,,,
AFC West,DE,99,"Gotsis, Adam",ACT,TCKL,41,SCK,2,FF,0,INT,--,DEN,,,
AFC West,WR,17,"Hamilton, DaeSean",ACT,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,DB,25,"Harris, Chris",ACT,TCKL,40,SCK,0,FF,1,INT,2,DEN,,,
AFC West,DE,96,"Harris, Shelby",ACT,TCKL,34,SCK,5.5,FF,0,INT,--,DEN,,,
AFC West,RB,33,"Henderson, De'Angelo Sr.",ACT,CAR,7,YDS,13,AVG,1.9,TDS,0,DEN,,,
AFC West,TE,82,"Heuerman, Jeff",ACT,REC,9,YDS,142,AVG,15.8,TDS,2,DEN,,,
AFC West,LB,46,"Holland, Jeff",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,CB,39,"Hunter, Michael",ACT,TCKL,0,SCK,0,FF,0,INT,0,DEN,,,
AFC West,FB,32,"Janovich, Andy",ACT,CAR,6,YDS,12,AVG,2,TDS,1,DEN,,,
AFC West,LB,47,"Jewell, Josey",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,LB,,"Johnson, A.J.",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,LB,43,"Jones, Joe",ACT,TCKL,3,SCK,0,FF,0,INT,--,DEN,,,
AFC West,OG,70,"Jones, Sam",ACT,G,--,GS,--,,,,,DEN,,,
AFC West,QB,4,"Keenum, Case",ACT,TDS,22,INT,7,YDS,"3,547",RTG,98.3,DEN,,,
AFC West,QB,6,"Kelly, Chad",ACT,TDS,--,INT,--,YDS,--,RTG,--,DEN,,,
AFC West,DE,92,"Kerr, Zach",ACT,TCKL,19,SCK,0.5,FF,0,INT,--,DEN,,,
AFC West,P,1,"King, Marquette",ACT,PUNTS,69,AVG,47.4,LNG,65,IN 20,28,DEN,,,
AFC West,OT,73,"Knappe, Andreas",ACT,G,--,GS,--,,,,,DEN,,,
AFC West,OT,79,"Kouandjio, Cyrus",ACT,G,3,GS,1,,,,,DEN,,,
AFC West,LS,42,"Kreiter, Casey",ACT,G,16,GS,0,,,,,DEN,,,
AFC West,TE,83,"LaCosse, Matt",ACT,REC,0,YDS,0,AVG,0,TDS,0,DEN,,,
AFC West,CB,27,"Langley, Brendan",ACT,TCKL,3,SCK,0,FF,0,INT,--,DEN,,,
AFC West,OG,65,"Leary, Ronald",ACT,G,11,GS,11,,,,,DEN,,,
AFC West,WR,19,"Leslie, Jordan",ACT,REC,1,YDS,26,AVG,26,TDS,0,DEN,,,
AFC West,RB,2,"Lindsay, Phillip",ACT,CAR,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,QB,12,"Lynch, Paxton",ACT,TDS,2,INT,3,YDS,295,RTG,72,DEN,,,
AFC West,DT,97,"Lyons, Caushaud",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,LB,54,"Marshall, Brandon",ACT,TCKL,106,SCK,3,FF,1,INT,--,DEN,,,
AFC West,DB,3,"Marshall, Trey",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,DT,98,"McDonald, Clinton",ACT,TCKL,29,SCK,5,FF,0,INT,--,DEN,,,
AFC West,OG,60,"McGovern, Connor",ACT,G,15,GS,5,,,,,DEN,,,
AFC West,WR,16,"McKenzie, Isaiah",ACT,REC,4,YDS,29,AVG,7.3,TDS,0,DEN,,,
AFC West,K,8,"McManus, Brandon",ACT,FGA,32,FGM,24,PCT,75,LNG,53,DEN,,,
AFC West,LB,58,"Miller, Von",ACT,TCKL,57,SCK,10,FF,2,INT,--,DEN,,,
AFC West,DB,30,"Moore, Jordan",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,LB,53,"Mount, Deiontrez",RES,TCKL,7,SCK,0,FF,0,INT,--,DEN,,,
AFC West,DT,,"Osborne, DeQuinton",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,C,61,"Paradis, Matt",ACT,G,16,GS,16,,,,,DEN,,,
AFC West,TE,89,"Parker, Brian",ACT,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,DB,34,"Parks, Will",ACT,TCKL,51,SCK,0,FF,0,INT,1,DEN,,,
AFC West,WR,81,"Patrick, Tim",ACT,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,DT,94,"Peko, Domata Sr.",ACT,TCKL,38,SCK,1,FF,0,INT,--,DEN,,,
AFC West,NT,90,"Peko, Kyle",ACT,TCKL,6,SCK,0,FF,0,INT,--,DEN,,,
AFC West,OT,74,"Poutasi, Jeremiah",ACT,G,--,GS,--,,,,,DEN,,,
AFC West,LB,56,"Ray, Shane",ACT,TCKL,16,SCK,1,FF,0,INT,--,DEN,,,
AFC West,CB,38,"Rios, Marcus",ACT,TCKL,5,SCK,0,FF,0,INT,--,DEN,,,
AFC West,DB,29,"Roby, Bradley",ACT,TCKL,42,SCK,1,FF,1,INT,1,DEN,,,
AFC West,LB,49,"Rush, Marcus",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,WR,10,"Sanders, Emmanuel",ACT,REC,47,YDS,555,AVG,11.8,TDS,2,DEN,,,
AFC West,OG,71,"Schlottmann, Austin",ACT,G,--,GS,--,,,,,DEN,,,
AFC West,DE,69,"Simmons, Antonio",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,DB,31,"Simmons, Justin",ACT,TCKL,68,SCK,1,FF,0,INT,2,DEN,,,
AFC West,CB,28,"Smith, C.J.",ACT,TCKL,1,SCK,0,FF,0,INT,--,DEN,,,
AFC West,DB,26,"Stewart, Darian",ACT,TCKL,63,SCK,0,FF,0,INT,3,DEN,,,
AFC West,WR,14,"Sutton, Courtland",ACT,REC,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,WR,87,"Taylor, Jordan",ACT,REC,13,YDS,142,AVG,10.9,TDS,0,DEN,,,
AFC West,WR,88,"Thomas, Demaryius",ACT,REC,83,YDS,949,AVG,11.4,TDS,5,DEN,,,
AFC West,DB,35,"Thomas, Dymonte",ACT,TCKL,8,SCK,0,FF,0,INT,--,DEN,,,
AFC West,DB,,"Thomas, Shamarko",ACT,TCKL,9,SCK,0,FF,0,INT,--,DEN,,,
AFC West,TE,86,"Traylor, Austin",ACT,REC,8,YDS,100,AVG,12.5,TDS,0,DEN,,,
AFC West,OT,77,"Turner, Billy",ACT,G,1,GS,0,,,,,DEN,,,
AFC West,OT,66,"Veldheer, Jared",ACT,G,13,GS,13,,,,,DEN,,,
AFC West,DE,57,"Walker, DeMarcus",ACT,TCKL,7,SCK,1,FF,0,INT,--,DEN,,,
AFC West,OT,75,"Watson, Menelik",ACT,G,7,GS,7,,,,,DEN,,,
AFC West,WR,,"White, DeAndrew",ACT,REC,1,YDS,24,AVG,24,TDS,0,DEN,,,
AFC West,OT,68,"Wilkinson, Elijah",ACT,G,9,GS,0,,,,,DEN,,,
AFC West,RB,36,"Williams, David",ACT,CAR,--,YDS,--,AVG,--,TDS,--,DEN,,,
AFC West,DE,93,"Williams, DeShawn",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,DE,95,"Wolfe, Derek",ACT,TCKL,31,SCK,2,FF,0,INT,--,DEN,,,
AFC West,CB,41,"Yiadom, Isaac",ACT,TCKL,--,SCK,--,FF,--,INT,--,DEN,,,
AFC West,TE,89,"Amaro, Jace",ACT,REC,--,YDS,--,AVG,--,TDS,--,KC,,,
AFC West,DB,24,"Amerson, David",ACT,TCKL,18,SCK,0,FF,0,INT,--,KC,,,
AFC West,DE,97,"Bailey, Allen",ACT,TCKL,38,SCK,2,FF,0,INT,--,KC,,,
AFC West,DB,29,"Berry, Eric",ACT,TCKL,7,SCK,0,FF,0,INT,--,KC,,,
AFC West,WR,83,"Braverman, Daniel",ACT,REC,--,YDS,--,AVG,--,TDS,--,KC,,,
AFC West,RB,30,"Brown, Algernon",ACT,CAR,--,YDS,--,AVG,--,TDS,--,KC,,,
AFC West,K,7,"Butker, Harrison",ACT,FGA,42,FGM,38,PCT,90.5,LNG,53,KC,,,
AFC West,DT,90,"Charles, Stefan",ACT,TCKL,--,SCK,--,FF,--,INT,--,KC,,,
AFC West,WR,80,"Chesson, Jehu",ACT,REC,2,YDS,18,AVG,9,TDS,0,KC,,,
AFC West,P,2,"Colquitt, Dustin",ACT,PUNTS,65,AVG,45.2,LNG,77,IN 20,29,KC,,,
AFC West,WR,17,"Conley, Chris",ACT,REC,11,YDS,175,AVG,15.9,TDS,0,KC,,,
AFC West,OG,62,"Cooper, Ethan",ACT,G,--,GS,--,,,,,KC,,,
AFC West,WR,6,"Crockett, Josh",ACT,REC,--,YDS,--,AVG,--,TDS,--,KC,,,
AFC West,LB,60,"Davison, Raymond",ACT,TCKL,--,SCK,--,FF,--,INT,--,KC,,,
AFC West,OT,65,"Devey, Jordan",ACT,G,9,GS,1,,,,,KC,,,
AFC West,WR,12,"Dieter, Gehrig",ACT,REC,--,YDS,--,AVG,--,TDS,--,KC,,,
AFC West,CB,43,"Dorleant, Makinton",ACT,TCKL,--,SCK,--,FF,--,INT,--,KC,,,
AFC West,DB,47,"Durham, Step",ACT,TCKL,--,SCK,--,FF,--,INT,--,KC,,,
AFC West,OT,76,"Duvernay-Tardif, Laurent",ACT,G,11,GS,11,,,,,KC,,,
AFC West,OG,79,"Ehinger, Parker",ACT,G,1,GS,1,,,,,KC,,,
AFC West,LB,45,"Eligwe, Ukeme",ACT,TCKL,5,SCK,1,FF,0,INT,--,KC,,,
AFC West,TE,82,"Ellis, Alex",ACT,REC,--,YDS,--,AVG,--,TDS,--,KC,,,
AFC West,OT,75,"Erving, Cameron",ACT,G,13,GS,4,,,,,KC,,,
AFC West,OT,72,"Fisher, Eric",ACT,G,16,GS,15,,,,,KC,,,
AFC West,LB,55,"Ford, Dee",ACT,TCKL,13,SCK,2,FF,1,INT,--,KC,,,
AFC West,CB,23,"Fuller, Kendall",ACT,TCKL,55,SCK,0,FF,1,INT,4,KC,,,
AFC West,OT,64,"Gordon, Dillon",RES,G,--,GS,--,,,,,KC,,,
AFC West,DT,74,"Hamilton, Justin",ACT,TCKL,3,SCK,0.5,FF,0,INT,0,KC,,,
AFC West,TE,84,"Harris, Demetrius",ACT,REC,18,YDS,224,AVG,12.4,TDS,1,KC,,,
AFC West,QB,4,"Henne, Chad",ACT,TDS,0,INT,0,YDS,0,RTG,39.6,KC,,,
AFC West,WR,10,"Hill, Tyreek",ACT,REC,75,YDS,"1,183",AVG,15.8,TDS,7,KC,,,
AFC West,LB,53,"Hitchens, Anthony",ACT,TCKL,84,SCK,0,FF,1,INT,--,KC,,,
AFC West,LB,54,"Holmes, Tyrone",ACT,TCKL,3,SCK,0,FF,0,INT,--,KC,,,
AFC West,LB,50,"Houston, Justin",ACT,TCKL,59,SCK,9.5,FF,0,INT,--,KC,,,
AFC West,RB,27,"Hunt, Kareem",ACT,CAR,272,YDS,"1,327",AVG,4.9,TDS,8,KC,,,
AFC West,OT,60,"Hunter, Ryan",ACT,G,--,GS,--,,,,,KC,,,
AFC West,DT,94,"Jenkins, Jarvis",ACT,TCKL,9,SCK,1,FF,0,INT,--,KC,,,
AFC West,DT,95,"Jones, Chris",ACT,TCKL,32,SCK,6.5,FF,4,INT,1,KC,,,
AFC West,TE,87,"Kelce, Travis",ACT,REC,83,YDS,"1,038",AVG,12.5,TDS,8,KC,,,
AFC West,WR,19,"Kemp, Marcus",ACT,REC,--,YDS,--,AVG,--,TDS,--,KC,,,
AFC West,C,73,"Koroma, Tejan",RES,G,--,GS,--,,,,,KC,,,
AFC West,LB,92,"Kpassagnon, Tanoh",ACT,TCKL,14,SCK,2,FF,0,INT,--,KC,,,
AFC West,RB,,"Lawry, Ray",ACT,CAR,--,YDS,--,AVG,--,TDS,--,KC,,,
AFC West,DT,96,"Liner, Dee",ACT,TCKL,--,SCK,--,FF,--,INT,--,KC,,,
AFC West,QB,8,"Litton, Chase",ACT,TDS,--,INT,--,YDS,--,RTG,--,KC,,,
AFC West,TE,88,"Mack, Blake",ACT,REC,--,YDS,--,AVG,--,TDS,--,KC,,,
AFC West,QB,15,"Mahomes, Patrick",ACT,TDS,0,INT,1,YDS,284,RTG,76.4,KC,,,
AFC West,LB,65,"McCray, Robert",ACT,TCKL,--,SCK,--,FF,--,INT,--,KC,,,
AFC West,DT,99,"McGill, T.Y.",ACT,TCKL,1,SCK,0,FF,0,INT,--,KC,,,
AFC West,QB,5,"McGloin, Matt",ACT,TDS,--,INT,--,YDS,--,RTG,0,KC,,,
AFC West,OG,66,"McKenzie, Kahlil",ACT,G,--,GS,--,,,,,KC,,,
AFC West,DB,34,"McQuay, Leon III",ACT,TCKL,4,SCK,0,FF,0,INT,--,KC,,,
AFC West,FB,,"Moore, J.D.",RES,CAR,--,YDS,--,AVG,--,TDS,--,KC,,,
AFC West,C,61,"Morse, Mitch",ACT,G,7,GS,7,,,,,KC,,,
