Division,Position,Number,Player Name,Status,Quick Stats,yard gain,type,other,stat,thing1,thing,thing3,team,,,
NFC South,C,62,"Smith, Evan",ACT,G,15,GS,6,,,,,TB,,,
NFC South,CB,29,"Smith, Ryan",ACT,TCKL,62,SCK,0,FF,2,INT,--,TB,,,
NFC South,DE,57,"Spence, Noah",ACT,TCKL,9,SCK,1,FF,1,INT,--,TB,,,
NFC South,CB,36,"Stewart, M.J.",ACT,TCKL,--,SCK,--,FF,--,INT,--,TB,,,
NFC South,DB,37,"Tandy, Keith",ACT,TCKL,26,SCK,0,FF,0,INT,--,TB,,,
NFC South,LB,53,"Taylor, Adarius",ACT,TCKL,31,SCK,1,FF,1,INT,--,TB,,,
NFC South,DT,96,"Tu'ikolovatu, Stevie",ACT,TCKL,--,SCK,--,FF,--,INT,--,TB,,,
NFC South,OT,73,"Ugokwe, Jerry",ACT,G,--,GS,--,,,,,TB,,,
NFC South,DT,98,"Unrein, Mitch",ACT,TCKL,32,SCK,2.5,FF,0,INT,--,TB,,,
NFC South,DT,50,"Vea, Vita",ACT,TCKL,--,SCK,--,FF,--,INT,--,TB,,,
NFC South,WR,17,"Watson, Justin",ACT,REC,--,YDS,--,AVG,--,TDS,--,TB,,,
NFC South,OT,61,"Wester, Leonard",ACT,G,8,GS,0,,,,,TB,,,
NFC South,DB,31,"Whitehead, Jordan",ACT,TCKL,--,SCK,--,FF,--,INT,--,TB,,,
NFC South,WR,85,"Wilson, Bobo",ACT,REC,1,YDS,18,AVG,18,TDS,1,TB,,,
NFC South,RB,38,"Wilson, Shaun",ACT,CAR,--,YDS,--,AVG,--,TDS,--,TB,,,
NFC South,QB,3,"Winston, Jameis",ACT,TDS,19,INT,11,YDS,"3,504",RTG,92.2,TB,,,
NFC East,OG,,"Alsadek, Jacob",ACT,G,--,GS,--,,,,,DAL,,,
NFC East,WR,,"Anderson, Dres",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,DE,74,"Armstrong, Dorance",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,DT,93,"Ash, Richard",ACT,TCKL,15,SCK,0,FF,0,INT,--,DAL,,,
NFC East,RB,10,"Austin, Tavon",ACT,CAR,59,YDS,270,AVG,4.6,TDS,1,DAL,,,
NFC East,CB,24,"Awuzie, Chidobe",ACT,TCKL,25,SCK,0,FF,1,INT,1,DAL,,,
NFC East,K,5,"Bailey, Dan",ACT,FGA,20,FGM,15,PCT,75,LNG,56,DAL,,,
NFC East,WR,11,"Beasley, Cole",ACT,REC,36,YDS,314,AVG,8.7,TDS,4,DAL,,,
NFC East,CB,30,"Brown, Anthony",ACT,TCKL,56,SCK,1,FF,1,INT,2,DAL,,,
NFC East,WR,85,"Brown, Noah",ACT,REC,4,YDS,33,AVG,8.3,TDS,0,DAL,,,
NFC East,OT,63,"Campos, Jake",ACT,G,--,GS,--,,,,,DAL,,,
NFC East,WR,81,"Cannon, KD",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,WR,,"Carrington, Darren",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,DE,97,"Charlton, Taco",ACT,TCKL,19,SCK,3,FF,1,INT,--,DAL,,,
NFC East,RB,46,"Chunn, Jordan",ACT,CAR,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,OT,71,"Collins, La'el",ACT,G,16,GS,16,,,,,DAL,,,
NFC East,DT,96,"Collins, Maliek",ACT,TCKL,22,SCK,2.5,FF,0,INT,--,DAL,,,
NFC East,LB,59,"Covington, Chris",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,DE,98,"Crawford, Tyrone",ACT,TCKL,27,SCK,4,FF,1,INT,--,DAL,,,
NFC East,LS,47,"Daly, Scott",ACT,G,--,GS,--,,,,,DAL,,,
NFC East,DE,76,"Ealy, Kony",ACT,TCKL,14,SCK,1,FF,0,INT,1,DAL,,,
NFC East,OG,78,"Edwards, Kadeem",ACT,G,0,GS,0,,,,,DAL,,,
NFC East,RB,21,"Elliott, Ezekiel",ACT,CAR,242,YDS,983,AVG,4.1,TDS,7,DAL,,,
NFC East,OT,75,"Fleming, Cameron",ACT,G,12,GS,6,,,,,DAL,,,
NFC East,DB,35,"Frazier, Kavon",ACT,TCKL,33,SCK,0,FF,1,INT,--,DAL,,,
NFC East,C,72,"Frederick, Travis",ACT,G,16,GS,16,,,,,DAL,,,
NFC East,WR,13,"Gallup, Michael",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,TE,80,"Gathers, Rico",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,OT,79,"Green, Chaz",ACT,G,14,GS,4,,,,,DAL,,,
NFC East,DE,94,"Gregory, Randy",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,DB,38,"Heath, Jeff",ACT,TCKL,71,SCK,0,FF,2,INT,3,DAL,,,
NFC East,DB,20,"Huff, Marqueston",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,WR,17,"Hurns, Allen",ACT,REC,39,YDS,484,AVG,12.4,TDS,2,DAL,,,
NFC East,RB,44,"Jackson, Darius",ACT,CAR,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,TE,89,"Jarwin, Blake",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,WR,2,"Jeune, Ricky",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,LB,58,"Johnson, Tre'Von",ACT,TCKL,0,SCK,--,FF,--,INT,--,DAL,,,
NFC East,CB,31,"Jones, Byron",ACT,TCKL,82,SCK,0,FF,1,INT,1,DAL,,,
NFC East,P,6,"Jones, Chris",ACT,PUNTS,66,AVG,44.1,LNG,62,IN 20,34,DAL,,,
NFC East,DE,56,"Jones, Datone",ACT,TCKL,15,SCK,1,FF,0,INT,0,DAL,,,
NFC East,DB,37,"Kelly, Kam",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,OT,74,"Kirven, Korren",ACT,G,--,GS,--,,,,,DAL,,,
NFC East,LS,91,"LaDouceur, L.P.",ACT,G,16,GS,0,,,,,DAL,,,
NFC East,LB,43,"Lanning, Joel",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,DE,65,"Larkin, Austin",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,DE,90,"Lawrence, Demarcus",ACT,TCKL,58,SCK,14.5,FF,4,INT,--,DAL,,,
NFC East,LB,50,"Lee, Sean",ACT,TCKL,101,SCK,0,FF,0,INT,1,DAL,,,
NFC East,WR,14,"Lenoir, Lance",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,CB,27,"Lewis, Jourdan",ACT,TCKL,54,SCK,0,FF,0,INT,1,DAL,,,
NFC East,C,73,"Looney, Joe",ACT,G,16,GS,0,,,,,DAL,,,
NFC East,K,2,"Maher, Brett",ACT,FGA,--,FGM,--,PCT,--,LNG,--,DAL,,,
NFC East,OG,69,"Mama, Damien",ACT,G,0,GS,0,,,,,DAL,,,
NFC East,LB,53,"March-Lillard, Justin",ACT,TCKL,3,SCK,0,FF,0,INT,0,DAL,,,
NFC East,OG,60,"Martin, Marcus",RES,G,0,GS,0,,,,,DAL,,,
NFC East,OG,70,"Martin, Zack",ACT,G,16,GS,16,,,,,DAL,,,
NFC East,WR,19,"McKay, Mekale",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,WR,18,"Murdock, Marchie",RES,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,DT,66,"Neal, Lewis",ACT,TCKL,8,SCK,0,FF,0,INT,--,DAL,,,
NFC East,RB,49,"Olawale, Jamize",ACT,CAR,9,YDS,43,AVG,4.8,TDS,1,DAL,,,
NFC East,CB,32,"Olumba, Donovan",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,LB,42,"Pinkins, Eric",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,QB,4,"Prescott, Dak",ACT,TDS,22,INT,13,YDS,"3,324",RTG,86.6,DAL,,,
NFC East,DT,92,"Price, Brian",ACT,TCKL,8,SCK,0,FF,0,INT,--,DAL,,,
NFC East,LB,41,"Queiro, Kyle",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,DB,23,"Robinson, Tyree",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,DT,68,"Ross, Daniel",ACT,TCKL,5,SCK,1,FF,0,INT,--,DAL,,,
NFC East,QB,7,"Rush, Cooper",ACT,TDS,0,INT,0,YDS,2,RTG,42.4,DAL,,,
NFC East,RB,36,"Scarbrough, Bo",ACT,CAR,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,TE,86,"Schultz, Dalton",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,DB,28,"Showers, Jameill",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,LB,54,"Smith, Jaylon",ACT,TCKL,81,SCK,1,FF,2,INT,--,DAL,,,
NFC East,RB,45,"Smith, Rod",ACT,CAR,55,YDS,232,AVG,4.2,TDS,4,DAL,,,
NFC East,OT,77,"Smith, Tyron",ACT,G,13,GS,13,,,,,DAL,,,
NFC East,OG,67,"Stanton, Dustin",ACT,G,--,GS,--,,,,,DAL,,,
NFC East,QB,1,"Sturm, Dalton",ACT,TDS,--,INT,--,YDS,--,RTG,--,DAL,,,
NFC East,TE,87,"Swaim, Geoff",ACT,REC,2,YDS,25,AVG,12.5,TDS,0,DAL,,,
NFC East,DE,99,"Tapper, Charles",ACT,TCKL,3,SCK,1,FF,0,INT,--,DAL,,,
NFC East,LB,48,"Thomas, Joe",ACT,TCKL,14,SCK,0.5,FF,0,INT,--,DAL,,,
NFC East,DB,26,"Thomas, Duke",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,WR,15,"Thompson, Deonte",ACT,REC,38,YDS,555,AVG,14.6,TDS,2,DAL,,,
NFC East,LB,55,"Vander Esch, Leighton",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,CB,40,"Ward, Charvarius",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,DT,51,"Ward, Jihad",ACT,TCKL,2,SCK,1,FF,0,INT,--,DAL,,,
NFC East,TE,84,"Wells, David",ACT,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,CB,39,"White, Marquez",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,QB,3,"White, Mike",ACT,TDS,--,INT,--,YDS,--,RTG,--,DAL,,,
NFC East,OG,52,"Williams, Connor",ACT,G,--,GS,--,,,,,DAL,,,
NFC East,WR,83,"Williams, Terrance",ACT,REC,53,YDS,568,AVG,10.7,TDS,0,DAL,,,
NFC East,RB,34,"Williams, Trey",ACT,CAR,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,WR,16,"Wilson, Ced",RES,REC,--,YDS,--,AVG,--,TDS,--,DAL,,,
NFC East,LB,57,"Wilson, Damien",ACT,TCKL,35,SCK,1,FF,0,INT,--,DAL,,,
NFC East,NT,64,"Woods, Antwaun",ACT,TCKL,--,SCK,--,FF,--,INT,--,DAL,,,
NFC East,DB,25,"Woods, Xavier",ACT,TCKL,42,SCK,0,FF,0,INT,1,DAL,,,
NFC East,DB,33,"Adams, Andrew",ACT,TCKL,34,SCK,0,FF,1,INT,--,NYG,,,
NFC East,TE,89,"Adams, Jerell",ACT,REC,8,YDS,92,AVG,11.5,TDS,0,NYG,,,
NFC East,CB,24,"Apple, Eli",ACT,TCKL,49,SCK,0,FF,0,INT,--,NYG,,,
NFC East,LB,57,"Armbrister, Thurston",ACT,TCKL,0,SCK,--,FF,--,INT,--,NYG,,,
NFC East,LB,55,"Armstrong, Ray-Ray",ACT,TCKL,64,SCK,1,FF,2,INT,2,NYG,,,
NFC East,DT,64,"Banks, Josh",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,RB,26,"Barkley, Saquon",ACT,CAR,--,YDS,--,AVG,--,TDS,--,NYG,,,
NFC East,LB,53,"Barwin, Connor",ACT,TCKL,34,SCK,5,FF,0,INT,--,NYG,,,
NFC East,DB,30,"Basile, Mike",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,DB,,"Beal, Sam",RES,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,WR,13,"Beckham, Odell",ACT,REC,25,YDS,302,AVG,12.1,TDS,3,NYG,,,
NFC East,OT,61,"Becton, Nick",ACT,G,0,GS,0,,,,,NYG,,,
NFC East,C,67,"Brown, Evan",ACT,G,--,GS,--,,,,,NYG,,,
NFC East,OG,66,"Bunche, Malcolm",ACT,G,--,GS,--,,,,,NYG,,,
NFC East,WR,86,"Bundy, Marquis",ACT,REC,0,YDS,0,AVG,--,TDS,0,NYG,,,
NFC East,LB,59,"Carter, Lorenzo",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,DB,36,"Chandler, Sean",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,DT,62,"Chavis, Tyrell",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,DB,21,"Collins, Landon",ACT,TCKL,104,SCK,0,FF,1,INT,2,NYG,,,
NFC East,WR,80,"Davis, Jawill",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYG,,,
NFC East,LB,58,"Davis, Tae",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,LS,51,"DeOssie, Zak",ACT,G,16,GS,0,,,,,NYG,,,
NFC East,CB,38,"Deayon, Donte'",ACT,TCKL,10,SCK,0,FF,0,INT,--,NYG,,,
NFC East,TE,47,"Dickerson, Garrett",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYG,,,
NFC East,P,9,"Dixon, Riley",ACT,PUNTS,73,AVG,45.6,LNG,60,IN 20,23,NYG,,,
NFC East,TE,85,"Ellison, Rhett",ACT,REC,24,YDS,235,AVG,9.8,TDS,2,NYG,,,
NFC East,TE,88,"Engram, Evan",ACT,REC,64,YDS,722,AVG,11.3,TDS,6,NYG,,,
NFC East,WR,6,"Etta-Tawo, Amba",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYG,,,
NFC East,OT,74,"Flowers, Ereck",ACT,G,15,GS,15,,,,,NYG,,,
NFC East,DT,65,"Francis, A.J.",ACT,TCKL,18,SCK,0,FF,0,INT,--,NYG,,,
NFC East,RB,22,"Gallman, Wayne",ACT,CAR,111,YDS,476,AVG,4.3,TDS,0,NYG,,,
NFC East,OG,65,"Gates, Nick",ACT,G,--,GS,--,,,,,NYG,,,
NFC East,DB,25,"Gay, William",ACT,TCKL,19,SCK,0,FF,2,INT,1,NYG,,,
NFC East,LB,93,"Goodson, B.J.",ACT,TCKL,53,SCK,0,FF,1,INT,--,NYG,,,
NFC East,OT,73,"Greco, John",ACT,G,6,GS,0,,,,,NYG,,,
NFC East,OG,75,"Halapio, Jon",ACT,G,10,GS,6,,,,,NYG,,,
NFC East,DB,34,"Haley, Grant",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,DT,98,"Harrison, Damon",ACT,TCKL,76,SCK,1.5,FF,0,INT,1,NYG,,,
NFC East,OG,71,"Hernandez, Will",ACT,G,--,GS,--,,,,,NYG,,,
NFC East,LB,44,"Herzlich, Mark",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,DT,95,"Hill, B.J.",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,DB,20,"Jenkins, Janoris",ACT,TCKL,31,SCK,0,FF,1,INT,3,NYG,,,
NFC East,OG,77,"Jerry, John",ACT,G,16,GS,16,,,,,NYG,,,
NFC East,DB,28,"Johnson, Leonard",ACT,TCKL,52,SCK,0,FF,1,INT,--,NYG,,,
NFC East,C,69,"Jones, Brett",ACT,G,16,GS,13,,,,,NYG,,,
NFC East,DB,,"Jones, Mike",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,OG,62,"Kerin, Zac",ACT,G,1,GS,1,,,,,NYG,,,
NFC East,K,8,"Koehn, Marshall",ACT,FGA,0,FGM,0,PCT,--,LNG,0,NYG,,,
NFC East,WR,12,"Latimer, Cody",ACT,REC,19,YDS,287,AVG,15.1,TDS,2,NYG,,,
NFC East,QB,17,"Lauletta, Kyle",ACT,TDS,--,INT,--,YDS,--,RTG,--,NYG,,,
NFC East,WR,18,"Lewis, Roger",ACT,REC,36,YDS,416,AVG,11.6,TDS,2,NYG,,,
NFC East,DB,39,"Lewis-Harris, Chris",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,DT,66,"Lunsford, Izaah",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,QB,10,"Manning, Eli",ACT,TDS,19,INT,13,YDS,"3,468",RTG,80.4,NYG,,,
NFC East,LB,96,"Martin, Kareem",ACT,TCKL,24,SCK,1,FF,1,INT,1,NYG,,,
NFC East,RB,49,"Martin, Robert",ACT,CAR,--,YDS,--,AVG,--,TDS,--,NYG,,,
NFC East,DE,97,"Mauro, Josh",ACT,TCKL,22,SCK,1,FF,0,INT,--,NYG,,,
NFC East,DT,90,"McIntosh, RJ",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,LB,91,"Moss, Avery",ACT,TCKL,14,SCK,0,FF,1,INT,--,NYG,,,
NFC East,LB,46,"Munson, Calvin",ACT,TCKL,60,SCK,2,FF,1,INT,--,NYG,,,
NFC East,TE,48,"O'Malley, Ryan",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYG,,,
NFC East,LB,52,"Ogletree, Alec",ACT,TCKL,95,SCK,2,FF,1,INT,1,NYG,,,
NFC East,LB,78,"Okwara, Romeo",ACT,TCKL,3,SCK,0,FF,0,INT,--,NYG,,,
NFC East,OG,70,"Omameh, Patrick",ACT,G,13,GS,13,,,,,NYG,,,
NFC East,WR,83,"Raymond, Kalif",ACT,REC,1,YDS,12,AVG,12,TDS,0,NYG,,,
NFC East,CB,35,"Riley, Curtis",ACT,TCKL,12,SCK,0,FF,0,INT,1,NYG,,,
NFC East,K,2,"Rosas, Aldrick",ACT,FGA,25,FGM,18,PCT,72,LNG,52,NYG,,,
NFC East,WR,19,"Rudolph, Travis",ACT,REC,8,YDS,101,AVG,12.6,TDS,0,NYG,,,
NFC East,WR,84,"Russell, Alonzo",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYG,,,
NFC East,OT,66,"Salako, Victor",ACT,G,--,GS,--,,,,,NYG,,,
NFC East,OG,68,"Scott, Chris",ACT,G,--,GS,--,,,,,NYG,,,
NFC East,WR,15,"Sharp, Hunter",ACT,REC,5,YDS,54,AVG,10.8,TDS,1,NYG,,,
NFC East,WR,88,"Shepard, Russell",ACT,REC,17,YDS,202,AVG,11.9,TDS,1,NYG,,,
NFC East,WR,87,"Shepard, Sterling",ACT,REC,59,YDS,731,AVG,12.4,TDS,2,NYG,,,
NFC East,RB,34,"Simmons, Jalen",ACT,CAR,--,YDS,--,AVG,--,TDS,--,NYG,,,
NFC East,TE,82,"Simonson, Scott",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYG,,,
NFC East,TE,43,"Smith, Shane",ACT,REC,--,YDS,--,AVG,--,TDS,--,NYG,,,
NFC East,DT,60,"Sokoli, Kristjan",RES,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,OT,76,"Solder, Nate",ACT,G,16,GS,16,,,,,NYG,,,
NFC East,RB,28,"Stewart, Jonathan",ACT,CAR,198,YDS,680,AVG,3.4,TDS,6,NYG,,,
NFC East,DB,45,"Stewart, Orion",ACT,TCKL,--,SCK,--,FF,--,INT,--,NYG,,,
NFC East,QB,3,"Tanney, Alex",ACT,TDS,--,INT,--,YDS,--,RTG,--,NYG,,,
NFC East,DB,31,"Thomas, Michael",ACT,TCKL,27,SCK,0,FF,0,INT,--,NYG,,,
NFC East,NT,99,"Thomas, Robert",ACT,TCKL,16,SCK,0,FF,0,INT,--,NYG,,,
NFC East,DB,27,"Thompson, Darian",ACT,TCKL,75,SCK,0,FF,0,INT,1,NYG,,,
NFC East,DT,94,"Tomlinson, Dalvin",ACT,TCKL,50,SCK,1,FF,0,INT,--,NYG,,,
NFC East,LB,54,"Vernon, Olivier",ACT,TCKL,37,SCK,6.5,FF,2,INT,1,NYG,,,
NFC East,QB,5,"Webb, Davis",ACT,TDS,--,INT,--,YDS,--,RTG,0,NYG,,,
NFC East,DB,37,"Webb, B.W.",ACT,TCKL,0,SCK,--,FF,--,INT,--,NYG,,,
NFC East,OT,63,"Wheeler, Chad",ACT,G,11,GS,5,,,,,NYG,,,
NFC East,LB,79,"Williams, Jordan",ACT,TCKL,2,SCK,0,FF,0,INT,--,NYG,,,
NFC East,DE,72,"Wynn, Kerry",ACT,TCKL,19,SCK,1,FF,0,INT,--,NYG,,,
NFC East,RB,33,"Adams, Josh",ACT,CAR,--,YDS,--,AVG,--,TDS,--,PHI,,,
NFC East,WR,13,"Agholor, Nelson",ACT,REC,62,YDS,768,AVG,12.4,TDS,8,PHI,,,
NFC East,WR,81,"Aiken, Kamar",ACT,REC,15,YDS,133,AVG,8.9,TDS,0,PHI,,,
NFC East,RB,26,"Ajayi, Jay",ACT,CAR,208,YDS,873,AVG,4.2,TDS,1,PHI,,,
NFC East,DE,96,"Barnett, Derek",ACT,TCKL,21,SCK,5,FF,1,INT,--,PHI,,,
NFC East,CB,33,"Bausby, DeVante",ACT,TCKL,--,SCK,--,FF,--,INT,--,PHI,,,
NFC East,DE,77,"Bennett, Michael",ACT,TCKL,40,SCK,8.5,FF,0,INT,--,PHI,,,
NFC East,DB,38,"Bouka, Elie",RES,TCKL,--,SCK,--,FF,--,INT,--,PHI,,,
NFC East,LB,53,"Bradham, Nigel",ACT,TCKL,88,SCK,1,FF,1,INT,--,PHI,,,
NFC East,OG,79,"Brooks, Brandon",ACT,G,16,GS,16,,,,,PHI,,,
NFC East,LB,57,"Brown, Asantay",ACT,TCKL,--,SCK,--,FF,--,INT,--,PHI,,,
NFC East,TE,85,"Brown, Billy",ACT,REC,--,YDS,--,AVG,--,TDS,--,PHI,,,
NFC East,QB,3,"Callahan, Joe",ACT,TDS,0,INT,0,YDS,11,RTG,74.1,PHI,,,
NFC East,WR,2,"Carter, DeAndre",ACT,REC,--,YDS,--,AVG,--,TDS,--,PHI,,,
NFC East,RB,30,"Clement, Corey",ACT,CAR,74,YDS,321,AVG,4.3,TDS,4,PHI,,,
NFC East,DE,91,"Cox, Fletcher",ACT,TCKL,26,SCK,5.5,FF,1,INT,--,PHI,,,
NFC East,DT,74,"Craig, Winston",ACT,TCKL,--,SCK,--,FF,--,INT,--,PHI,,,
NFC East,CB,21,"Darby, Ronald",ACT,TCKL,34,SCK,0,FF,0,INT,3,PHI,,,
NFC East,WR,19,"Davis, Rashard",ACT,REC,--,YDS,--,AVG,--,TDS,--,PHI,,,
NFC East,CB,32,"Douglas, Rasul",ACT,TCKL,25,SCK,0,FF,0,INT,2,PHI,,,
NFC East,K,4,"Elliott, Jake",ACT,FGA,31,FGM,26,PCT,83.9,LNG,61,PHI,,,
NFC East,TE,86,"Ertz, Zach",ACT,REC,74,YDS,824,AVG,11.1,TDS,8,PHI,,,
NFC East,OT,63,"Evans, Aaron",ACT,G,--,GS,--,,,,,PHI,,,
NFC East,DE,63,"Ezechukwu, Danny",ACT,TCKL,--,SCK,--,FF,--,INT,--,PHI,,,
NFC East,QB,9,"Foles, Nick",ACT,TDS,5,INT,2,YDS,537,RTG,79.5,PHI,,,
NFC East,LB,47,"Gerry, Nate",ACT,TCKL,5,SCK,0,FF,0,INT,--,PHI,,,
NFC East,WR,18,"Gibson, Shelton",ACT,REC,2,YDS,11,AVG,5.5,TDS,0,PHI,,,
NFC East,TE,88,"Goedert, Dallas",ACT,REC,--,YDS,--,AVG,--,TDS,--,PHI,,,
NFC East,DE,55,"Graham, Brandon",ACT,TCKL,47,SCK,9.5,FF,2,INT,--,PHI,,,
NFC East,DB,24,"Graham, Corey",ACT,TCKL,38,SCK,0,FF,0,INT,2,PHI,,,
NFC East,OG,78,"Greene, Darrell",ACT,G,--,GS,--,,,,,PHI,,,
NFC East,LB,54,"Grugier-Hill, Kamu",ACT,TCKL,22,SCK,0,FF,1,INT,--,PHI,,,
NFC East,QB,5,"Hackenberg, Christian",ACT,TDS,--,INT,--,YDS,--,RTG,0,PHI,,,
NFC East,OT,76,"Hart, Taylor",ACT,G,0,GS,0,,,,,PHI,,,
NFC East,DT,66,"Hector, Bruce",ACT,TCKL,--,SCK,--,FF,--,INT,--,PHI,,,
NFC East,LB,58,"Hicks, Jordan",ACT,TCKL,28,SCK,0,FF,0,INT,--,PHI,,,
NFC East,WR,10,"Hollins, Mack",ACT,REC,16,YDS,226,AVG,14.1,TDS,1,PHI,,,
NFC East,WR,17,"Jeffery, Alshon",ACT,REC,57,YDS,789,AVG,13.8,TDS,9,PHI,,,
NFC East,DB,27,"Jenkins, Malcolm",ACT,TCKL,76,SCK,1,FF,1,INT,2,PHI,,,
NFC East,DT,93,"Jernigan, Timmy",ACT,TCKL,29,SCK,2.5,FF,0,INT,--,PHI,,,
NFC East,OT,65,"Johnson, Lane",ACT,G,15,GS,15,,,,,PHI,,,
NFC East,P,1,"Johnston, Cameron",ACT,PUNTS,--,AVG,--,LNG,--,IN 20,--,PHI,,,
NFC East,RB,38,"Jones, Matt",ACT,CAR,5,YDS,14,AVG,2.8,TDS,0,PHI,,,
NFC East,CB,22,"Jones, Sidney",ACT,TCKL,2,SCK,0,FF,0,INT,--,PHI,,,
NFC East,C,62,"Kelce, Jason",ACT,G,16,GS,16,,,,,PHI,,,
NFC East,DB,35,"Killings, D.J.",ACT,TCKL,--,SCK,--,FF,--,INT,--,PHI,,,
NFC East,DE,56,"Long, Chris",ACT,TCKL,28,SCK,5,FF,4,INT,--,PHI,,,
NFC East,LS,45,"Lovato, Rick",ACT,G,16,GS,0,,,,,PHI,,,
NFC East,CB,29,"Maddox, Avonte",ACT,TCKL,--,SCK,--,FF,--,INT,--,PHI,,,
NFC East,WR,6,"Mahoungou, Anthony",ACT,REC,--,YDS,--,AVG,--,TDS,--,PHI,,,
NFC East,OT,68,"Mailata, Jordan",ACT,G,--,GS,--,,,,,PHI,,,
NFC East,DB,42,"Maragos, Chris",ACT,TCKL,11,SCK,0,FF,0,INT,--,PHI,,,
NFC East,DB,23,"McLeod, Rodney",ACT,TCKL,54,SCK,0,FF,1,INT,3,PHI,,,
NFC East,DE,51,"Means, Steven",ACT,TCKL,3,SCK,1,FF,0,INT,--,PHI,,,
NFC East,DB,31,"Mills, Jalen",ACT,TCKL,64,SCK,0,FF,0,INT,3,PHI,,,
NFC East,LB,52,"Nelson, Corey",ACT,TCKL,4,SCK,0,FF,0,INT,--,PHI,,,
NFC East,DT,94,"Ngata, Haloti",ACT,TCKL,7,SCK,2,FF,0,INT,--,PHI,,,
NFC East,DE,95,"Ostman, Joe",ACT,TCKL,--,SCK,--,FF,--,INT,--,PHI,,,
NFC East,OG,66,"Park, Ian",RES,G,--,GS,--,,,,,PHI,,,
NFC East,TE,83,"Perkins, Josh",ACT,REC,--,YDS,--,AVG,--,TDS,--,PHI,,,
NFC East,OT,71,"Peters, Jason",ACT,G,7,GS,7,,,,,PHI,,,
NFC East,OT,69,"Pryor, Matt",ACT,G,--,GS,--,,,,,PHI,,,
